,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_OH,fr_Al_OH_noTert,fr_Ar_COO,fr_Ar_N,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_NH0,fr_NH1,fr_NH2,fr_aldehyde,fr_alkyl_halide,fr_amide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_halogen,fr_methoxy,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_priamide,fr_pyridine,fr_sulfide,fr_unbrch_alkane,Boron Partial Charge
OB(O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,12.268854875283449,-4.9951388888888895,12.268854875283449,0.09138888888888896,0.5900738173675012,257.92599999999993,252.88599999999994,258.02867912,94.0,0.4879487100068279,-0.42317670227926935,0.4879487100068279,0.42317670227926935,0.7647058823529411,1.1176470588235294,1.3529411764705883,19.417097704874745,9.78231498230657,2.372668672325307,-2.132460846256076,2.3407437673402818,-2.3187028738996673,6.581852624842644,-0.1424871673196379,3.3982245324897815,379.206922580797,13.430721420318147,7.971615105813782,7.971615105813782,7.514873883685389,4.171017140685694,4.171017140685694,3.2128833860855353,3.2128833860855353,1.9081378689694295,1.9081378689694295,1.1280450378406706,1.1280450378406706,-1.2150649350649356,2810.0235027617787,13.848286608409035,4.225681758727101,3.3684901280437827,91.63557128673317,10.048045150132006,0.0,0.0,0.0,0.0,19.47098936911131,0.0,0.0,26.34249028604892,0.0,12.13273413692322,11.529170328876443,0.0,11.126902983393991,36.39053543618093,12.581195594639196,0.0,0.0,0.0,12.35259703488695,0.0,29.32600418877882,0.0,5.462803260414833,26.34249028604892,0.0,0.0,17.16643748435637,12.35259703488695,0.0,11.126902983393991,18.19910120538483,0.0,0.0,40.46,36.060695612920135,26.34249028604892,18.19910120538483,0.0,0.0,0.0,0.0,0.0,0.0,10.048045150132006,73.61312925170068,0.0,0.0,17.249833711262283,-4.043518518518519,0.0,0.40842592592592575,-9.990277777777777,0.0,-2.404259259259259,0.25,17.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,1.0,1.404,46.27160000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.437
Clc1c(Cl)c(Cl)c2c(c1Cl)OBO2,5.835848765432098,0.07484567901234573,5.835848765432098,0.07484567901234573,0.4031957239912745,257.69599999999997,256.688,255.88237039199998,68.0,0.5763348823404508,-0.5247564500276869,0.5763348823404508,0.5247564500276869,0.6923076923076923,1.0769230769230769,1.4615384615384615,35.50130897633462,10.289980852199728,2.2698304856410316,-2.066426219025556,2.5116924017357665,-1.996009909284109,6.531320147242824,0.5412232952720196,2.768660134775633,346.6323805179054,9.585421958697399,6.035461254151182,9.059177038225,6.12589765768623,3.241527505671943,4.753385397708852,2.320703501274888,3.8325613933117983,1.5895760818242992,3.3569512349477035,0.9965417875183918,1.9236328413219934,0.04493506493506472,1349.0443514632882,9.594257634729223,3.3176885715876487,1.3463444698614229,94.92282514034369,9.308716268050691,10.045266627482652,11.49902366656781,0.0,0.0,7.685153471048777,0.0,0.0,0.0,0.0,46.40375956093006,0.0,0.0,10.045266627482652,9.308716268050691,54.08891303197884,0.0,0.0,0.0,0.0,0.0,20.090533254965305,11.49902366656781,9.308716268050691,0.0,11.49902366656781,46.40375956093006,7.685153471048777,0.0,0.0,0.0,0.0,20.090533254965305,0.0,18.46,0.0,0.0,27.775686726014083,11.49902366656781,0.0,0.0,0.0,0.0,0.0,55.71247582898076,10.128364197530864,23.237129629629628,0.0,0.807685185185187,0.0,0.6964197530864205,0.0,0.0,0.0,0.07484567901234573,0.0,13.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,2.0,3.3379,54.887000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.414
Clc1c(Cl)c(Cl)c2c(c1Cl)OBO2,5.835848765432098,0.07484567901234573,5.835848765432098,0.07484567901234573,0.4031957239912745,257.69599999999997,256.688,255.88237039199998,68.0,0.5763348823404508,-0.5247564500276869,0.5763348823404508,0.5247564500276869,0.6923076923076923,1.0769230769230769,1.4615384615384615,35.50130897633462,10.289980852199728,2.2698304856410316,-2.066426219025556,2.5116924017357665,-1.996009909284109,6.531320147242824,0.5412232952720196,2.768660134775633,346.6323805179054,9.585421958697399,6.035461254151182,9.059177038225,6.12589765768623,3.241527505671943,4.753385397708852,2.320703501274888,3.8325613933117983,1.5895760818242992,3.3569512349477035,0.9965417875183918,1.9236328413219934,0.04493506493506472,1349.0443514632882,9.594257634729223,3.3176885715876487,1.3463444698614229,94.92282514034369,9.308716268050691,10.045266627482652,11.49902366656781,0.0,0.0,7.685153471048777,0.0,0.0,0.0,0.0,46.40375956093006,0.0,0.0,10.045266627482652,9.308716268050691,54.08891303197884,0.0,0.0,0.0,0.0,0.0,20.090533254965305,11.49902366656781,9.308716268050691,0.0,11.49902366656781,46.40375956093006,7.685153471048777,0.0,0.0,0.0,0.0,20.090533254965305,0.0,18.46,0.0,0.0,27.775686726014083,11.49902366656781,0.0,0.0,0.0,0.0,0.0,55.71247582898076,10.128364197530864,23.237129629629628,0.0,0.807685185185187,0.0,0.6964197530864205,0.0,0.0,0.0,0.07484567901234573,0.0,13.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,2.0,3.3379,54.887000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.414
OB(O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,12.268854875283449,-4.9951388888888895,12.268854875283449,0.09138888888888896,0.5900738173675012,257.92599999999993,252.88599999999994,258.02867912,94.0,0.4879487100068279,-0.42317670227926935,0.4879487100068279,0.42317670227926935,0.7647058823529411,1.1176470588235294,1.3529411764705883,19.417097704874745,9.78231498230657,2.372668672325307,-2.132460846256076,2.3407437673402818,-2.3187028738996673,6.581852624842644,-0.1424871673196379,3.3982245324897815,379.206922580797,13.430721420318147,7.971615105813782,7.971615105813782,7.514873883685389,4.171017140685694,4.171017140685694,3.2128833860855353,3.2128833860855353,1.9081378689694295,1.9081378689694295,1.1280450378406706,1.1280450378406706,-1.2150649350649356,2810.0235027617787,13.848286608409035,4.225681758727101,3.3684901280437827,91.63557128673317,10.048045150132006,0.0,0.0,0.0,0.0,19.47098936911131,0.0,0.0,26.34249028604892,0.0,12.13273413692322,11.529170328876443,0.0,11.126902983393991,36.39053543618093,12.581195594639196,0.0,0.0,0.0,12.35259703488695,0.0,29.32600418877882,0.0,5.462803260414833,26.34249028604892,0.0,0.0,17.16643748435637,12.35259703488695,0.0,11.126902983393991,18.19910120538483,0.0,0.0,40.46,36.060695612920135,26.34249028604892,18.19910120538483,0.0,0.0,0.0,0.0,0.0,0.0,10.048045150132006,73.61312925170068,0.0,0.0,17.249833711262283,-4.043518518518519,0.0,0.40842592592592575,-9.990277777777777,0.0,-2.404259259259259,0.25,17.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,1.0,1.404,46.27160000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.437
Clc1c(Cl)c(Cl)c2c(c1Cl)OBO2,5.835848765432098,0.07484567901234573,5.835848765432098,0.07484567901234573,0.4031957239912745,257.69599999999997,256.688,255.88237039199998,68.0,0.5763348823404508,-0.5247564500276869,0.5763348823404508,0.5247564500276869,0.6923076923076923,1.0769230769230769,1.4615384615384615,35.50130897633462,10.289980852199728,2.2698304856410316,-2.066426219025556,2.5116924017357665,-1.996009909284109,6.531320147242824,0.5412232952720196,2.768660134775633,346.6323805179054,9.585421958697399,6.035461254151182,9.059177038225,6.12589765768623,3.241527505671943,4.753385397708852,2.320703501274888,3.8325613933117983,1.5895760818242992,3.3569512349477035,0.9965417875183918,1.9236328413219934,0.04493506493506472,1349.0443514632882,9.594257634729223,3.3176885715876487,1.3463444698614229,94.92282514034369,9.308716268050691,10.045266627482652,11.49902366656781,0.0,0.0,7.685153471048777,0.0,0.0,0.0,0.0,46.40375956093006,0.0,0.0,10.045266627482652,9.308716268050691,54.08891303197884,0.0,0.0,0.0,0.0,0.0,20.090533254965305,11.49902366656781,9.308716268050691,0.0,11.49902366656781,46.40375956093006,7.685153471048777,0.0,0.0,0.0,0.0,20.090533254965305,0.0,18.46,0.0,0.0,27.775686726014083,11.49902366656781,0.0,0.0,0.0,0.0,0.0,55.71247582898076,10.128364197530864,23.237129629629628,0.0,0.807685185185187,0.0,0.6964197530864205,0.0,0.0,0.0,0.07484567901234573,0.0,13.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,2.0,3.3379,54.887000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.414
Clc1c(Cl)c(Cl)c2c(c1Cl)OBO2,5.835848765432098,0.07484567901234573,5.835848765432098,0.07484567901234573,0.4031957239912745,257.69599999999997,256.688,255.88237039199998,68.0,0.5763348823404508,-0.5247564500276869,0.5763348823404508,0.5247564500276869,0.6923076923076923,1.0769230769230769,1.4615384615384615,35.50130897633462,10.289980852199728,2.2698304856410316,-2.066426219025556,2.5116924017357665,-1.996009909284109,6.531320147242824,0.5412232952720196,2.768660134775633,346.6323805179054,9.585421958697399,6.035461254151182,9.059177038225,6.12589765768623,3.241527505671943,4.753385397708852,2.320703501274888,3.8325613933117983,1.5895760818242992,3.3569512349477035,0.9965417875183918,1.9236328413219934,0.04493506493506472,1349.0443514632882,9.594257634729223,3.3176885715876487,1.3463444698614229,94.92282514034369,9.308716268050691,10.045266627482652,11.49902366656781,0.0,0.0,7.685153471048777,0.0,0.0,0.0,0.0,46.40375956093006,0.0,0.0,10.045266627482652,9.308716268050691,54.08891303197884,0.0,0.0,0.0,0.0,0.0,20.090533254965305,11.49902366656781,9.308716268050691,0.0,11.49902366656781,46.40375956093006,7.685153471048777,0.0,0.0,0.0,0.0,20.090533254965305,0.0,18.46,0.0,0.0,27.775686726014083,11.49902366656781,0.0,0.0,0.0,0.0,0.0,55.71247582898076,10.128364197530864,23.237129629629628,0.0,0.807685185185187,0.0,0.6964197530864205,0.0,0.0,0.0,0.07484567901234573,0.0,13.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,2.0,3.3379,54.887000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.414
OB(O)c1cc(F)c(F)c(F)c1,12.363148148148149,-2.005,12.363148148148149,0.42462962962962947,0.45834185548022954,175.902,171.86999999999998,176.025644428,64.0,0.4881323223708833,-0.42317483892255503,0.4881323223708833,0.42317483892255503,1.0,1.4166666666666667,1.75,19.16865188181422,9.801279794483792,2.169179229871109,-2.0002447274000605,2.070879429970871,-2.3048145571215155,6.580774775175612,0.4208140355404022,3.2139553063334327,279.83982642577905,9.300964908321225,5.760371417596475,5.760371417596475,5.519744507803582,3.0267201619822277,3.0267201619822277,2.172201576019932,2.172201576019932,1.3042884448449894,1.3042884448449894,0.7241942277935709,0.7241942277935709,-1.0050649350649352,405.29230766986643,9.085886034094418,3.1609023496652515,1.5935008061077476,66.40908084916126,10.048045150132006,0.0,17.451662523137685,0.0,0.0,7.118392334224363,0.0,13.171245143024459,0.0,0.0,0.0,17.595537397338052,0.0,0.0,23.21929029315647,12.581195594639196,0.0,0.0,0.0,0.0,0.0,29.584396660060904,0.0,5.462803260414833,13.171245143024459,0.0,0.0,17.16643748435637,0.0,17.451662523137685,0.0,12.13273413692322,0.0,0.0,40.46,30.032858117776883,13.171245143024459,0.0,12.13273413692322,0.0,0.0,0.0,0.0,0.0,10.048045150132006,36.98718820861678,0.0,0.0,16.926515495086925,-0.42462962962962947,-4.517962962962963,1.0338888888888889,0.0,0.0,-2.005,0.0,12.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,6.0,1.0,0.0,0.0,1.0,-0.21630000000000005,36.14160000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.451
OB(O)c1cc(F)c(F)c(F)c1,12.363148148148149,-2.005,12.363148148148149,0.42462962962962947,0.45834185548022954,175.902,171.86999999999998,176.025644428,64.0,0.4881323223708833,-0.42317483892255503,0.4881323223708833,0.42317483892255503,1.0,1.4166666666666667,1.75,19.16865188181422,9.801279794483792,2.169179229871109,-2.0002447274000605,2.070879429970871,-2.3048145571215155,6.580774775175612,0.4208140355404022,3.2139553063334327,279.83982642577905,9.300964908321225,5.760371417596475,5.760371417596475,5.519744507803582,3.0267201619822277,3.0267201619822277,2.172201576019932,2.172201576019932,1.3042884448449894,1.3042884448449894,0.7241942277935709,0.7241942277935709,-1.0050649350649352,405.29230766986643,9.085886034094418,3.1609023496652515,1.5935008061077476,66.40908084916126,10.048045150132006,0.0,17.451662523137685,0.0,0.0,7.118392334224363,0.0,13.171245143024459,0.0,0.0,0.0,17.595537397338052,0.0,0.0,23.21929029315647,12.581195594639196,0.0,0.0,0.0,0.0,0.0,29.584396660060904,0.0,5.462803260414833,13.171245143024459,0.0,0.0,17.16643748435637,0.0,17.451662523137685,0.0,12.13273413692322,0.0,0.0,40.46,30.032858117776883,13.171245143024459,0.0,12.13273413692322,0.0,0.0,0.0,0.0,0.0,10.048045150132006,36.98718820861678,0.0,0.0,16.926515495086925,-0.42462962962962947,-4.517962962962963,1.0338888888888889,0.0,0.0,-2.005,0.0,12.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,6.0,1.0,0.0,0.0,1.0,-0.21630000000000005,36.14160000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.451
OB(O)c1ccccc1F,12.520370370370369,-1.7211111111111113,12.520370370370369,0.094907407407407,0.516129459450564,139.922,133.874,140.044488052,52.0,0.4909393319231636,-0.42311163502932014,0.4909393319231636,0.42311163502932014,1.2,1.8,2.2,19.142184218069936,9.799373593399338,2.137039641696339,-1.9755409783864604,1.917949094108658,-2.3180600849644586,6.581746551346603,0.4227610771645876,3.0313278985819716,226.74273048806666,7.560477932315068,5.1591430099572735,5.1591430099572735,4.71521405516327,2.821405419783375,2.821405419783375,1.8951818883073597,1.8951818883073597,1.1833932463656915,1.1833932463656915,0.6844928660989188,0.6844928660989188,-0.8650649350649352,182.2382192735223,7.244404918074858,2.8122843307028007,1.3440713695387874,58.07801004330877,10.048045150132006,5.817220841045895,0.0,0.0,0.0,7.118392334224363,0.0,4.39041504767482,0.0,0.0,18.19910120538483,6.06636706846161,5.462803260414833,0.0,14.438460197806826,12.581195594639196,0.0,0.0,0.0,0.0,0.0,30.082689114892332,0.0,5.462803260414833,4.39041504767482,0.0,0.0,17.16643748435637,0.0,5.817220841045895,0.0,24.26546827384644,0.0,0.0,40.46,12.935613175270259,4.39041504767482,5.462803260414833,0.0,0.0,24.26546827384644,0.0,0.0,0.0,10.048045150132006,12.520370370370369,0.0,0.0,17.040185185185184,-0.094907407407407,-0.5995370370370374,5.5216666666666665,0.0,0.0,-1.7211111111111113,0.0,10.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,-0.49449999999999994,36.225600000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.464
OB(O)c1ccccc1F,12.520370370370369,-1.7211111111111113,12.520370370370369,0.094907407407407,0.516129459450564,139.922,133.874,140.044488052,52.0,0.4909393319231636,-0.42311163502932014,0.4909393319231636,0.42311163502932014,1.2,1.8,2.2,19.142184218069936,9.799373593399338,2.137039641696339,-1.9755409783864604,1.917949094108658,-2.3180600849644586,6.581746551346603,0.4227610771645876,3.0313278985819716,226.74273048806666,7.560477932315068,5.1591430099572735,5.1591430099572735,4.71521405516327,2.821405419783375,2.821405419783375,1.8951818883073597,1.8951818883073597,1.1833932463656915,1.1833932463656915,0.6844928660989188,0.6844928660989188,-0.8650649350649352,182.2382192735223,7.244404918074858,2.8122843307028007,1.3440713695387874,58.07801004330877,10.048045150132006,5.817220841045895,0.0,0.0,0.0,7.118392334224363,0.0,4.39041504767482,0.0,0.0,18.19910120538483,6.06636706846161,5.462803260414833,0.0,14.438460197806826,12.581195594639196,0.0,0.0,0.0,0.0,0.0,30.082689114892332,0.0,5.462803260414833,4.39041504767482,0.0,0.0,17.16643748435637,0.0,5.817220841045895,0.0,24.26546827384644,0.0,0.0,40.46,12.935613175270259,4.39041504767482,5.462803260414833,0.0,0.0,24.26546827384644,0.0,0.0,0.0,10.048045150132006,12.520370370370369,0.0,0.0,17.040185185185184,-0.094907407407407,-0.5995370370370374,5.5216666666666665,0.0,0.0,-1.7211111111111113,0.0,10.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,-0.49449999999999994,36.225600000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.464
OB(O)c1ccccc1Cl,8.675648148148149,-1.478055555555556,8.675648148148149,0.3371913580246919,0.5629196399719494,156.377,150.32899999999998,156.014937512,52.0,0.48945538019315016,-0.42314400902535526,0.48945538019315016,0.42314400902535526,1.2,1.8,2.2,35.495691060970884,9.80349264407337,2.124214549517221,-1.9885835770180411,2.0244754542156738,-2.2987361750218156,6.622083715223035,0.4255730284676261,3.0313278985819716,226.74273048806666,7.560477932315068,5.1591430099572735,5.915071955975728,4.71521405516327,2.821405419783375,3.1993698927926024,1.8951818883073597,2.302382015047966,1.1833932463656915,1.5275992942714263,0.6844928660989188,0.9178162489739742,-0.5050649350649352,182.2382192735223,7.600254373930976,3.0565239672667945,1.5048213809446782,64.2157408672642,10.048045150132006,0.0,0.0,0.0,0.0,7.118392334224363,0.0,0.0,0.0,0.0,29.800041095617345,6.06636706846161,10.485436574156159,0.0,10.048045150132006,24.18213548487171,0.0,0.0,0.0,0.0,0.0,29.288101587587764,0.0,5.462803260414833,0.0,0.0,11.600939890232516,17.16643748435637,0.0,0.0,0.0,24.26546827384644,5.022633313741326,0.0,40.46,7.118392334224363,0.0,0.0,10.485436574156159,0.0,0.0,24.26546827384644,0.0,0.0,21.648985040364522,0.0,5.599228395061727,0.0,17.723981481481484,0.3371913580246919,0.0,6.595432098765432,0.0,0.0,-1.478055555555556,0.0,10.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,0.019799999999999873,41.27760000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.443
OB(O)c1ccccc1Cl,8.675648148148149,-1.478055555555556,8.675648148148149,0.3371913580246919,0.5629196399719494,156.377,150.32899999999998,156.014937512,52.0,0.48945538019315016,-0.42314400902535526,0.48945538019315016,0.42314400902535526,1.2,1.8,2.2,35.495691060970884,9.80349264407337,2.124214549517221,-1.9885835770180411,2.0244754542156738,-2.2987361750218156,6.622083715223035,0.4255730284676261,3.0313278985819716,226.74273048806666,7.560477932315068,5.1591430099572735,5.915071955975728,4.71521405516327,2.821405419783375,3.1993698927926024,1.8951818883073597,2.302382015047966,1.1833932463656915,1.5275992942714263,0.6844928660989188,0.9178162489739742,-0.5050649350649352,182.2382192735223,7.600254373930976,3.0565239672667945,1.5048213809446782,64.2157408672642,10.048045150132006,0.0,0.0,0.0,0.0,7.118392334224363,0.0,0.0,0.0,0.0,29.800041095617345,6.06636706846161,10.485436574156159,0.0,10.048045150132006,24.18213548487171,0.0,0.0,0.0,0.0,0.0,29.288101587587764,0.0,5.462803260414833,0.0,0.0,11.600939890232516,17.16643748435637,0.0,0.0,0.0,24.26546827384644,5.022633313741326,0.0,40.46,7.118392334224363,0.0,0.0,10.485436574156159,0.0,0.0,24.26546827384644,0.0,0.0,21.648985040364522,0.0,5.599228395061727,0.0,17.723981481481484,0.3371913580246919,0.0,6.595432098765432,0.0,0.0,-1.478055555555556,0.0,10.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,0.019799999999999873,41.27760000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.443
OB(O)c1ccccc1Br,8.730092592592593,-1.3929861111111113,8.730092592592593,0.48842592592592626,0.6333757390410453,200.82800000000003,194.77999999999997,199.964421932,52.0,0.4890827744805623,-0.42315204976972925,0.4890827744805623,0.42315204976972925,1.2,1.8,2.2,79.91873097173286,9.80488157557608,2.120891749459133,-1.9924091448847792,2.04078225919907,-2.300591783802237,9.103813545243986,0.4253126231508959,3.0313278985819716,226.74273048806666,7.560477932315068,5.1591430099572735,6.745139549071978,4.71521405516327,2.821405419783375,3.6144036893407274,1.8951818883073597,2.7495187874818807,1.1833932463656915,1.9055637672806536,0.6844928660989188,1.1740231052615537,-0.3150649350649352,182.2382192735223,7.788188209462647,3.1876489210504935,1.5925406526946475,67.78002224602389,10.048045150132006,0.0,0.0,0.0,0.0,7.118392334224363,0.0,0.0,0.0,0.0,34.12904510333418,11.529170328876443,4.472719515832414,0.0,10.048045150132006,28.511139492588544,0.0,0.0,0.0,0.0,0.0,28.738187789678854,0.0,5.462803260414833,0.0,0.0,15.929943897949348,17.16643748435637,0.0,0.0,0.0,28.738187789678854,0.0,0.0,40.46,7.118392334224363,0.0,0.0,9.935522776247247,0.0,0.0,18.19910120538483,6.06636706846161,15.929943897949348,10.048045150132006,0.7129629629629634,3.1768287037037037,0.0,17.460185185185185,0.48842592592592626,0.0,6.9712499999999995,0.0,0.0,-1.3929861111111113,0.0,10.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,0.1288999999999999,43.96760000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.457
